	Id	Predicted category
1615	9924	Business
1616	3174	Politics
1617	14125	Politics
1618	15194	Film
1619	7561	Film
1620	5951	Film
1621	5388	Film
1622	11442	Politics
1623	13240	Politics
1624	11155	Football
1625	2114	Film
1626	5147	Film
1627	1384	Football
1628	9914	Politics
1629	10786	Politics
1630	6363	Politics
1631	2001	Business
1632	14820	Football
1633	6097	Film
1634	12762	Film
1635	10255	Film
1636	14761	Technology
1637	13728	Politics
1638	5869	Politics
1639	5576	Business
1640	4108	Film
1641	12789	Football
1642	12788	Business
1643	560	Technology
1644	3996	Business
1645	13408	Technology
1646	8930	Business
1647	2102	Football
1648	2898	Film
1649	6430	Technology
1650	7763	Business
1651	321	Technology
1652	1596	Film
1653	1670	Politics
1654	3585	Football
1655	6598	Film
1656	5858	Football
1657	2167	Football
1658	10541	Business
1659	5926	Business
1660	2951	Politics
1661	12755	Film
1662	7544	Technology
1663	3276	Football
1664	6399	Film
1665	14938	Film
1666	9108	Politics
1667	13155	Business
1668	6297	Football
1669	60	Football
1670	3650	Film
1671	5902	Politics
1672	10220	Politics
1673	3558	Politics
1674	2931	Politics
1675	3281	Football
1676	12704	Football
1677	5087	Football
1678	244	Football
1679	7512	Politics
1680	3532	Film
1681	9087	Politics
1682	2321	Politics
1683	1919	Film
1684	2260	Film
1685	6489	Business
1686	4996	Politics
1687	13422	Politics
1688	6729	Politics
1689	3744	Football
1690	14286	Football
1691	13744	Politics
1692	13376	Football
1693	9124	Technology
1694	2640	Football
1695	351	Football
1696	744	Politics
1697	5486	Football
1698	8303	Politics
1699	7158	Politics
1700	1397	Politics
1701	11035	Politics
1702	14036	Business
1703	6028	Business
1704	71	Technology
1705	14852	Business
1706	1427	Technology
1707	7292	Politics
1708	7212	Football
1709	1421	Football
1710	10749	Politics
1711	14997	Football
1712	13203	Film
1713	4058	Football
1714	9590	Football
1715	2937	Film
1716	15292	Politics
1717	7451	Film
1718	8519	Business
1719	220	Politics
1720	3127	Football
1721	870	Football
1722	7785	Technology
1723	1379	Film
1724	9630	Film
1725	3935	Business
1726	2396	Technology
1727	12677	Film
1728	4460	Football
1729	8870	Film
1730	6645	Business
1731	9163	Football
1732	7560	Business
1733	1376	Film
1734	1573	Football
1735	1133	Technology
1736	7079	Football
1737	6389	Politics
1738	2746	Business
1739	13082	Football
1740	8324	Technology
1741	13255	Football
1742	562	Politics
1743	5562	Politics
1744	3588	Film
1745	10063	Business
1746	9480	Business
1747	6900	Football
1748	15218	Politics
1749	1823	Politics
1750	6662	Football
1751	7905	Film
1752	2563	Technology
1753	1383	Politics
1754	14518	Football
1755	619	Football
1756	6275	Business
1757	520	Film
1758	3465	Film
1759	3044	Football
1760	5038	Business
1761	9343	Politics
1762	3590	Football
1763	79	Politics
1764	12901	Politics
1765	11456	Football
1766	13927	Football
1767	1757	Politics
1768	8727	Politics
1769	13739	Business
1770	1546	Business
1771	5839	Football
1772	12710	Football
1773	14857	Business
1774	14777	Football
1775	10822	Football
1776	10630	Football
1777	4217	Football
1778	11564	Politics
1779	10849	Politics
1780	9618	Football
1781	9711	Business
1782	3085	Football
1783	15097	Business
1784	14055	Business
1785	5234	Football
1786	12049	Film
1787	1025	Football
1788	3583	Football
1789	10794	Film
1790	1016	Film
1791	8987	Football
1792	11408	Technology
1793	1738	Business
1794	10941	Business
1795	4626	Film
1796	14849	Film
1797	11135	Politics
1798	11827	Business
1799	12421	Film
1800	8435	Politics
1801	4324	Technology
1802	608	Football
1803	5749	Politics
1804	7334	Technology
1805	8313	Business
1806	3496	Technology
1807	4925	Politics
1808	9669	Business
1809	11807	Politics
1810	11375	Technology
1811	6322	Business
1812	14085	Business
1813	2858	Football
1814	10652	Business
1815	8430	Technology
1816	670	Business
1817	9040	Business
1818	4239	Film
1819	7242	Business
1820	11070	Film
1821	852	Football
1822	15291	Technology
1823	11956	Football
1824	5484	Football
1825	10518	Business
1826	7360	Business
1827	3482	Football
1828	10506	Business
1829	7354	Football
1830	710	Business
1831	9888	Football
1832	5976	Football
1833	4140	Film
1834	13484	Film
1835	8441	Technology
1836	1912	Film
1837	9760	Technology
1838	7223	Football
1839	9671	Business
1840	7097	Film
1841	8302	Business
1842	12149	Politics
1843	14333	Politics
1844	14955	Football
1845	154	Business
1846	10699	Technology
1847	13553	Football
1848	165	Football
1849	4975	Politics
1850	11357	Business
1851	4228	Football
1852	2929	Politics
1853	15198	Business
1854	8168	Politics
1855	10101	Film
1856	5043	Business
1857	4388	Football
1858	3628	Football
1859	7988	Football
1860	3622	Technology
1861	9600	Politics
1862	10029	Technology
1863	14710	Football
1864	2939	Football
1865	6428	Politics
1866	9203	Film
1867	14332	Business
1868	14013	Film
1869	10419	Business
1870	7118	Football
1871	3456	Business
1872	3516	Politics
1873	7922	Politics
1874	15246	Film
1875	3826	Business
1876	12264	Business
1877	10604	Politics
1878	9643	Film
1879	12291	Film
1880	956	Politics
1881	4478	Football
1882	7332	Football
1883	3437	Business
1884	2577	Politics
1885	4016	Football
1886	3728	Football
1887	4220	Football
1888	6466	Film
1889	5814	Technology
1890	8518	Politics
1891	5739	Politics
1892	7702	Business
1893	10772	Football
1894	6641	Business
1895	15086	Politics
1896	8131	Business
1897	2765	Football
1898	2092	Business
1899	14981	Politics
1900	3816	Business
1901	2061	Business
1902	919	Film
1903	9107	Business
1904	13808	Football
1905	3238	Politics
1906	9104	Politics
1907	116	Football
1908	5773	Politics
1909	10421	Politics
1910	2806	Football
1911	205	Technology
1912	2470	Football
1913	7771	Business
1914	11054	Politics
1915	2397	Business
1916	2310	Football
1917	2683	Football
1918	263	Football
1919	13848	Politics
1920	973	Football
1921	3431	Politics
1922	11912	Film
1923	2793	Football
1924	10132	Football
1925	2972	Football
1926	13377	Technology
1927	14619	Football
1928	6119	Politics
1929	11672	Football
1930	10994	Politics
1931	11720	Football
1932	13080	Film
1933	15217	Business
1934	2480	Film
1935	7348	Film
1936	4594	Business
1937	9623	Business
1938	4408	Football
1939	11778	Business
1940	3082	Business
1941	5569	Politics
1942	6450	Football
1943	11543	Technology
1944	10790	Politics
1945	9610	Business
1946	6100	Business
1947	13822	Business
1948	10254	Politics
1949	6749	Technology
1950	4769	Politics
1951	7263	Technology
1952	5258	Film
1953	8562	Politics
1954	915	Football
1955	11217	Football
1956	10739	Football
1957	8734	Politics
1958	10181	Football
1959	3296	Business
1960	11840	Technology
1961	9681	Football
1962	518	Football
1963	13936	Politics
1964	3642	Politics
1965	781	Politics
1966	1366	Film
1967	5646	Football
1968	11947	Politics
1969	6017	Business
1970	9928	Football
1971	6582	Politics
1972	11328	Politics
1973	1226	Politics
1974	555	Business
1975	1057	Football
1976	4418	Football
1977	2042	Business
1978	3987	Business
1979	5642	Technology
1980	5783	Technology
1981	7704	Politics
1982	13791	Business
1983	9357	Football
1984	4369	Film
1985	15050	Politics
1986	15306	Football
1987	9080	Football
1988	9485	Football
1989	15271	Business
1990	840	Film
1991	11875	Film
1992	15007	Film
1993	12067	Politics
1994	13471	Film
1995	11046	Film
1996	6646	Business
1997	10111	Film
1998	8838	Politics
1999	11579	Film
2000	217	Politics
2001	2184	Football
2002	9285	Football
2003	8422	Football
2004	14994	Football
2005	9756	Business
2006	1696	Politics
2007	4649	Film
2008	3090	Film
2009	3244	Business
2010	13986	Politics
2011	8837	Football
2012	1274	Business
2013	76	Business
2014	4344	Film
2015	9161	Film
2016	8741	Football
2017	2121	Technology
2018	7062	Football
2019	95	Technology
2020	13062	Film
2021	13374	Film
2022	12475	Politics
2023	4741	Business
2024	12354	Football
2025	942	Business
2026	2886	Football
2027	1453	Film
2028	354	Politics
2029	11544	Business
2030	7866	Politics
2031	903	Technology
2032	1635	Politics
2033	9735	Film
2034	9729	Film
2035	14640	Business
2036	2995	Football
2037	14757	Football
2038	11550	Technology
2039	13520	Football
2040	12552	Business
2041	10408	Film
2042	13064	Film
2043	14189	Football
2044	14503	Film
2045	6165	Film
2046	6586	Film
2047	4245	Business
2048	6618	Business
2049	7386	Film
2050	11743	Football
2051	8238	Technology
2052	9769	Football
2053	7538	Football
2054	13249	Business
2055	10911	Technology
2056	13714	Football
2057	6252	Politics
2058	3249	Film
2059	1	Business
2060	5266	Business
2061	5608	Film
2062	13209	Football
2063	8292	Business
2064	9906	Football
2065	2602	Technology
2066	13089	Technology
2067	14146	Politics
2068	8167	Football
2069	9094	Technology
2070	13867	Football
2071	7780	Film
2072	11251	Business
2073	1109	Business
2074	7924	Business
2075	4901	Film
2076	10936	Business
2077	4306	Business
2078	5720	Film
2079	9187	Film
2080	6491	Football
2081	4723	Business
2082	6938	Film
2083	14137	Film
2084	15196	Football
2085	2986	Business
2086	8007	Technology
2087	13710	Business
2088	8297	Football
2089	8851	Business
2090	14075	Football
2091	11817	Football
2092	6606	Football
2093	14034	Film
2094	13680	Business
2095	668	Politics
2096	4494	Film
2097	10576	Politics
2098	11063	Politics
2099	805	Politics
2100	10386	Film
2101	4968	Film
2102	10564	Politics
2103	13758	Business
2104	1491	Technology
2105	4307	Business
2106	4857	Film
2107	4937	Football
2108	12643	Film
2109	12001	Film
2110	1281	Business
2111	3535	Football
2112	6230	Politics
2113	2402	Film
2114	6883	Film
2115	5091	Film
2116	12690	Business
2117	2376	Politics
2118	9637	Technology
2119	2862	Politics
2120	5211	Football
2121	4696	Business
2122	8094	Football
2123	4351	Technology
2124	8299	Technology
2125	11929	Politics
2126	10741	Film
2127	12807	Film
2128	8118	Technology
2129	8130	Film
2130	7786	Football
2131	3428	Business
2132	4493	Business
2133	12184	Business
2134	2070	Business
2135	11677	Politics
2136	764	Football
2137	2617	Football
2138	8871	Technology
2139	7398	Film
2140	13334	Business
2141	10031	Film
2142	2048	Film
2143	10150	Football
2144	9404	Business
2145	3637	Politics
2146	4315	Football
2147	14404	Football
2148	10525	Politics
2149	1767	Technology
2150	11768	Politics
2151	9312	Football
2152	12770	Football
2153	10281	Technology
2154	5446	Film
2155	9062	Technology
2156	5213	Film
2157	9673	Politics
2158	2125	Politics
2159	11179	Football
2160	6379	Film
2161	4692	Football
2162	1277	Business
2163	13482	Film
2164	12053	Business
2165	6922	Film
2166	1261	Politics
2167	13763	Business
2168	14791	Football
2169	1816	Business
2170	11614	Technology
2171	14554	Politics
2172	8000	Football
2173	8907	Business
2174	3807	Technology
2175	4870	Business
2176	1354	Politics
2177	8862	Football
2178	11337	Football
2179	11288	Business
2180	11224	Business
2181	13439	Football
2182	721	Football
2183	128	Film
2184	5068	Football
2185	2398	Film
2186	9934	Football
2187	14216	Film
2188	13220	Football
2189	2091	Film
2190	8050	Technology
2191	8413	Business
2192	1318	Business
2193	10974	Football
2194	10343	Film
2195	10271	Film
2196	1472	Politics
2197	3361	Politics
2198	3755	Film
2199	4063	Football
2200	466	Football
2201	12518	Politics
2202	14297	Politics
2203	11018	Film
2204	1237	Football
2205	327	Film
2206	10342	Technology
2207	2406	Politics
2208	10787	Football
2209	4860	Football
2210	4259	Football
2211	2312	Business
2212	12141	Politics
2213	6833	Business
2214	8129	Politics
2215	953	Football
2216	7485	Technology
2217	8258	Politics
2218	399	Politics
2219	12300	Business
2220	4127	Business
2221	3328	Business
2222	913	Film
2223	2918	Business
2224	4384	Politics
2225	11760	Technology
2226	15245	Football
2227	8889	Film
2228	5795	Film
2229	9371	Football
2230	11358	Football
2231	1861	Football
2232	9259	Technology
2233	4755	Technology
2234	13332	Politics
2235	9138	Football
2236	7838	Business
2237	8465	Politics
2238	9801	Football
2239	1138	Film
2240	14267	Business
2241	7781	Technology
2242	6692	Business
2243	8729	Business
2244	12769	Politics
2245	6937	Technology
2246	13692	Politics
2247	8774	Technology
2248	10721	Politics
2249	12924	Football
2250	13653	Football
2251	5032	Business
2252	1959	Business
2253	4027	Football
2254	5969	Business
2255	1289	Technology
2256	3083	Technology
2257	1037	Business
2258	1783	Politics
2259	7336	Politics
2260	1787	Football
2261	1114	Politics
2262	12757	Technology
2263	11645	Football
2264	3348	Business
2265	12812	Technology
